case_id,variant,cores,status,makespan_cycles,solver_wall_seconds,evaluation_wall_seconds,singlecore_cycles,speedup,scheduled_copy_bytes,added_copy_bytes,spill_added_copy_bytes,plan_sha256,run_path
001,gap_packet,4,ok,58984,0.9179847000013979,0.9702133999999205,233110,3.952088702020887,1643008,3456,0,d1aaf7ae894050fb6be5240dab86e01c62b7a8844f47edcaa6c69904781efe2c,results/a/q2-yuanzhifang/feedback-20260924/round15j/001-gap_packet/run.json
002,gap_packet,4,ok,67136,1.0050508000022091,2.1122436999976344,261945,3.9017069828408006,1807872,583680,0,40b4c3bc92c7090ff622554032b557637a819cfd066f6e992994a52dc7289adc,results/a/q2-yuanzhifang/feedback-20260924/round15j/002-gap_packet/run.json
004,gap_packet,4,ok,103563,0.7321745000008377,0.9961173999981838,392357,3.7885827950136632,3677184,2884608,417792,d77856a586419136cac9f2f886ee41f3d9c619bef1438e340a1e2ba765d215a6,results/a/q2-yuanzhifang/feedback-20260924/round15j/004-gap_packet/run.json
006,gap_packet,4,ok,26888,1.4245872999999847,1.1796081000029517,82837,3.0808167212139246,1338648,795300,0,cff8285b67bce02a258f64de60de294c507e6507fc75f7ecb79b21d7fc060798,results/a/q2-yuanzhifang/feedback-20260924/round15j/006-gap_packet/run.json
007,gap_packet,4,ok,263137,2.184317799998098,3.6151672000014514,1012562,3.8480411344660768,10113024,8380416,2967552,06444338db31d853b3018eb02b135413684f44898985c88da2bf36eaddb19905,results/a/q2-yuanzhifang/feedback-20260924/round15j/007-gap_packet/run.json
008,gap_packet,4,ok,194442,1.2029580000016722,1.0663067999994382,487605,2.507714382695097,10027224,7372800,7372800,39925e6e3fc8078c2de548de16e92d10d37f7605c2bc14b1b84239af62ee1264,results/a/q2-yuanzhifang/feedback-20260924/round15j/008-gap_packet/run.json
009,gap_packet,4,ok,48334,4.13514419999774,3.9878043999997317,153261,3.1708735051930317,1997302,1501970,0,eb39bdc7b97acabab6a03b590511b3e303205682c50d70804432777dba567ebf,results/a/q2-yuanzhifang/feedback-20260924/round15j/009-gap_packet/run.json
010,gap_packet,4,ok,22765,0.7460094000016397,1.2705347000010079,86969,3.820294311443005,1163862,779712,0,0368466a39a7e5745cf0d0dbccb45cc95bd92e11f0da2c59f15503bc654f93e3,results/a/q2-yuanzhifang/feedback-20260924/round15j/010-gap_packet/run.json
011,gap_packet,4,ok,46880,0.5347212999986368,0.6013953000001493,184697,3.9397824232081913,1146880,540672,0,4a6d77c9b9149dc183ac95fa5bf2ab15d5195d69b7dab510f16fb123239b34c7,results/a/q2-yuanzhifang/feedback-20260924/round15j/011-gap_packet/run.json
012,gap_packet,4,ok,16430,1.4086305999990145,1.3003089999983786,59088,3.5963481436396836,933118,378220,0,e6682b367aaa6966f8c2b933b6774ad3b2cf9b8dc1537cf05a22371639a7e5b9,results/a/q2-yuanzhifang/feedback-20260924/round15j/012-gap_packet/run.json
013,gap_packet,4,ok,66982,1.4368183000005956,1.591662599999836,263949,3.9405959810098237,2551808,24576,0,fafa50e38d5cfca1fa368330a6edd31e01003d9afc77e956754ebb4356005372,results/a/q2-yuanzhifang/feedback-20260924/round15j/013-gap_packet/run.json
014,gap_packet,4,ok,4508124,25.5242631000001,40.56608589999814,17698626,3.9259403689871886,202624212,192691472,27626496,fe8f033d7b71b20115bc2c315a066a1db63bc8cccc70ec24fffe9200608ed465,results/a/q2-yuanzhifang/feedback-20260924/round15j/014-gap_packet/run.json
015,gap_packet,4,ok,49450,1.9805095999981859,1.4742948000020988,177362,3.5866936299292216,2753228,1868614,0,2d9d669adfc6e243bfc043c30a30df4f60ad582f9a58e075bd92ee2b035c3528,results/a/q2-yuanzhifang/feedback-20260924/round15j/015-gap_packet/run.json
016,gap_packet,4,ok,2249997,8.611199999999371,16.62092830000256,7715523,3.4291259055012073,903030,509812,0,06e0e5a95c41cf5b9329051f0f6ce36c5aa7b3b465a36fe9df805bf6599236e1,results/a/q2-yuanzhifang/feedback-20260924/round15j/016-gap_packet/run.json
017,gap_packet,4,ok,34972,2.3459445999978925,1.6061780999989423,162810,4.655438636623584,1447614,803752,0,60339df1f0bfae38005e6e23b90870bf19cf873b5c7e9ff3b860849735289a8d,results/a/q2-yuanzhifang/feedback-20260924/round15j/017-gap_packet/run.json
018,gap_packet,4,ok,258845,2.733808000000863,2.980096200000844,1004367,3.8801869844887866,12594584,11001736,0,6c6a071ebfe3cae36af45f99013eb39a679b3293edb00fcb3f7c1f8c9f0a6d3b,results/a/q2-yuanzhifang/feedback-20260924/round15j/018-gap_packet/run.json
019,gap_packet,4,ok,22861,1.0594805000000633,1.5428447000012966,81144,3.549451030138664,1252800,1065816,0,29abad2af62b95d5265ff21969f404ff8ca23ea8e5c9a208067f97545c4bbb74,results/a/q2-yuanzhifang/feedback-20260924/round15j/019-gap_packet/run.json
020,gap_packet,4,ok,487366,4.09498209999947,4.987878899999487,532746,1.093112773562374,28864512,26505216,11370496,46c03c6445da51e70b8f2a02d1f415d69e47072e75cf0ca8c0bfb4cbd6a73d43,results/a/q2-yuanzhifang/feedback-20260924/round15j/020-gap_packet/run.json
021,gap_packet,4,ok,1556312,1.420013699997071,3.857190400001855,6567937,4.220192994720853,13279232,9940992,5332992,7511056d8b8129a2f4fbdb66faf34f0002162e9f086e6e2de631c2da5c62df8e,results/a/q2-yuanzhifang/feedback-20260924/round15j/021-gap_packet/run.json
