case_id,cores,makespan_cycles,baseline_cycles,speedup,extra_ddr_bytes,spill_bytes,solver_wall_seconds,E0_wall_seconds,run_path,result_sha256,baseline_receipt_sha256
001,1,308637,233110,0.755288575251833,2805760,2805760,1.6777062000001024,1.3523664999993343,results/a/q2-yuanzhifang/feedback-20260924/round6a/001-tensor_packet/run.json,911991959dc63d01595581eca0d285185ccc824c6ac5919e72845d21573537c1,543f3aa0bc9c0c9b3bfe43e16bec1c5e055a3a4cb6c14cb827872efef6024202
002,1,270245,261945,0.9692871283465004,402432,402432,0.5722103000007337,1.5340920999988157,results/a/q2-yuanzhifang/feedback-20260924/round6a/002-tensor_packet/run.json,e263cb2e2c45c5ea3e79d06ece14bd954fd39ffd0919b52f1dac404859e3dc89,2a2ab785561ec2a8b15bda6114526978ac251260d9fd3338ab78464e3d376754
003,1,574154,602212,1.04886842206098,0,0,1.7979575999997905,11.85600279999926,results/a/q2-yuanzhifang/feedback-20260924/round6a/003-tensor_packet/run.json,c2faa8125bc8e8f5d28afd3b8a5c111d8f88dbb2dad145436274394c78351222,ef488a35e99ccd3cd797e8b0dbf2c7d1a9d5bc6feff8206e071747dc01c8b36b
004,1,488135,392357,0.8037878865477788,6312960,6312960,0.4866403000014543,1.4064603999977408,results/a/q2-yuanzhifang/feedback-20260924/round6a/004-tensor_packet/run.json,eb4483b4bfd12bba756f3e6d0535f991658476ee4fa179feba322db9bba368b4,a2fb836bdffe6f71dc4464a8670ac68aaa201a6a561b1eebef97dd42ac09148c
005,1,90450,95618,1.0571365395245993,0,0,0.7962212999991607,3.277206300001126,results/a/q2-yuanzhifang/feedback-20260924/round6a/005-tensor_packet/run.json,5b4fa3d4441dc38ea11d32305f1c66cf144f5f473966af29e4c83d1c902156b9,bda37a23605f3460f42810691f801e1fa334195c1b8f78f72c34200ac5360668
006,1,77680,82837,1.0663877445932028,0,0,0.6792184999976598,1.529795099999319,results/a/q2-yuanzhifang/feedback-20260924/round6a/006-tensor_packet/run.json,97068d6ce4a51c6add2d85a4b1e428236620126447ec2cb3f3964180a8d95a8d,ac73c133b6828c9e4eaa9fb3430b84183eb9907055ee2c3de0df346759affc0c
007,1,1416254,1012562,0.7149579100923987,19345920,19345920,0.7817178000004787,4.078025200000411,results/a/q2-yuanzhifang/feedback-20260924/round6a/007-tensor_packet/run.json,fb97dda40e1e301680e3dd450d348bc6c931acb8be37e118ffc8bd8cee9c56a7,d6f00fedd7ee7f3674672405e51f66af818b8c02c4fd8ee8a95adbf03ff0f699
008,1,250437,487605,1.9470166149570551,0,0,0.6368674999976065,1.4840201000006346,results/a/q2-yuanzhifang/feedback-20260924/round6a/008-tensor_packet/run.json,27f381e937a33f8ab4ec9eb7f7c01a8b90aa71f4e34b50ec89f20eacc3a32bf1,bfd778e7401f0f5b8e9a11a3d9fb33fd60194008a53de967b0c10605684c5530
009,1,147927,153261,1.0360583260662353,0,0,0.6084889000012481,4.070543800000451,results/a/q2-yuanzhifang/feedback-20260924/round6a/009-tensor_packet/run.json,2afbf0b07806ebf01c02766f5942b859e31b3e189552ac668e3e9b6a7069ae98,333ea76e0a9fe56ca10f27ecc42adee48c562b13d918c8e0e335d7ec125428ca
010,1,85032,86969,1.022779659422335,0,0,0.49036899999919115,0.8299211999983527,results/a/q2-yuanzhifang/feedback-20260924/round6a/010-tensor_packet/run.json,4bc03f718861df88940106f12240456459d0c6125d332e7785969f76389c501a,c94dc29770a18aa943e05f7c083ad2dda65944ad75f533d93f9bcdaadcd35084
